Rit;Positie;Renner;Soort
5;59;TURGIS Anthony;v1
5;60;MEINTJES Louis;v1
5;61;GODON Dorian;v1
5;62;CHAVES Esteban;v1
5;63;PÉRICHON Pierre-Luc;v1
5;64;SCHÄR Michael;v1
5;65;IZAGIRRE Ion;v1
5;66;BAKELANTS Jan;v1
5;67;COSNEFROY Benoît;v1
5;68;DELAPLACE Anthony;v1
5;69;VAN AVERMAET Greg;v1
5;70;MARTIN Guillaume;v1
5;71;DONOVAN Mark;v1
5;72;RICKAERT Jonas;v1
5;73;SWIFT Connor;v1
5;74;EEKHOFF Nils;v1
5;75;TEUNISSEN Mike;v1
5;76;POLITT Nils;v1
5;77;CAVENDISH Mark;v1
5;78;DILLIER Silvan;v1
5;79;BONNAMOUR Franck;v1
5;80;VALVERDE Alejandro;v1
5;81;MARTIN Tony;v1
5;82;GOLDSTEIN Omer;v1
5;83;BENOOT Tiesj;v1
5;84;NIEUWENHUIS Joris;v1
5;85;PETERS Nans;v1
5;86;DE LA PARTE Víctor;v1
5;87;COLBRELLI Sonny;v1
5;88;OSS Daniel;v1
5;89;HALLER Marco;v1
5;90;VAN POPPEL Danny;v1
5;91;GESBERT Élie;v1
5;92;ERVITI Imanol;v1
5;93;HERRADA Jesús;v1
5;94;PACHER Quentin;v1
5;95;CAMPENAERTS Victor;v1
5;96;MØRKØV Michael;v1
5;97;PEDERSEN Casper;v1
5;98;MATTHEWS Michael;v1
5;99;CHEVALIER Maxime;v1
5;100;DOUBEY Fabien;v1
5;101;VAN BAARLE Dylan;v1
5;102;BOIVIN Guillaume;v1
5;103;BARGUIL Warren;v1
5;104;FERNÁNDEZ Rubén;v1
5;105;MARTIN Dan;v1
5;106;SAGAN Peter;v1
5;107;ROTA Lorenzo;v1
5;108;MADOUAS Valentin;v1
5;109;WOODS Michael;v1
5;110;GESCHKE Simon;v1
5;111;ROLLAND Pierre;v1
5;112;RUSSO Clément;v1
5;113;BOASSON HAGEN Edvald;v1
5;114;FORMOLO Davide;v1
5;115;GRUZDEV Dmitriy;v1
5;116;JUUL-JENSEN Christopher;v1
5;117;CLARKE Simon;v1
5;118;NAESEN Oliver;v1
5;119;BENNETT Sean;v1
5;120;WRIGHT Fred;v1
5;121;FROOME Chris;v1
5;122;VLIEGEN Loïc;v1
5;123;SCOTSON Miles;v1
5;124;DEVENYNS Dries;v1
5;125;DECLERCQ Tim;v1
5;126;VAKOČ Petr;v1
5;127;DE BUYST Jasper;v1
5;128;VAN DER SANDE Tosh;v1
5;129;MAJKA Rafał;v1
5;130;HIRSCHI Marc;v1
5;131;BERNARD Julien;v1
5;132;BARTHE Cyril;v1
5;133;DLAMINI Nic;v1
5;134;PHILIPSEN Jasper;v1
5;135;ROWE Luke;v1
5;136;GARCÍA CORTINA Iván;v1
5;137;VAN MOER Brent;v1
5;138;VAN POPPEL Boy;v1
5;139;GOGL Michael;v1
5;140;LAENGEN Vegard Stake;v1
5;141;COSTA Rui;v1
5;142;SIMON Julien;v1
5;143;ARMIRAIL Bruno;v1
5;144;GREIPEL André;v1
5;145;DÉMARE Arnaud;v1
5;146;GAUTIER Cyril;v1
5;147;ZABEL Rick;v1
5;148;GILBERT Philippe;v1
5;149;RODRÍGUEZ Cristián;v1
5;150;KOCH Jonas;v1
5;151;ARCAS Jorge;v1
5;152;ZIMMERMANN Georg;v1
5;153;BOL Cees;v1
5;154;THEUNS Edward;v1
5;155;JANSEN Amund Grøndahl;v1
5;156;GUARNIERI Jacopo;v1
5;157;STUYVEN Jasper;v1
5;158;GEOGHEGAN HART Tao;v1
5;159;BARBERO Carlos;v1
5;160;LAPORTE Christophe;v1
5;161;WALLAYS Jelle;v1
5;162;KONRAD Patrick;v1
5;163;MEZGEC Luka;v1
5;164;MCLAY Daniel;v1
5;165;CASTROVIEJO Jonathan;v1
5;166;SCHELLING Ide;v1
5;167;MERLIER Tim;v1
5;168;SBARAGLI Kristian;v1
5;169;KWIATKOWSKI Michał;v1
5;170;HOLLENSTEIN Reto;v1
5;171;ELISSONDE Kenny;v1
5;172;BOUHANNI Nacer;v1
5;173;COQUARD Bryan;v1
5;174;PEDERSEN Mads;v1
5;175;KLUGE Roger;v1
5;176;VERONA Carlos;v1
5;177;MCNULTY Brandon;v1
6;1;CAVENDISH Mark;v1
6;2;PHILIPSEN Jasper;v1
6;3;BOUHANNI Nacer;v1
6;4;DÉMARE Arnaud;v1
6;5;SAGAN Peter;v1
6;6;BOL Cees;v1
6;7;MERLIER Tim;v1
6;8;VAN AERT Wout;v1
6;9;MATTHEWS Michael;v1
6;10;PEDERSEN Mads;v1
6;11;COLBRELLI Sonny;v1
6;12;DE BUYST Jasper;v1
6;13;WALSCHEID Max;v1
6;14;ZABEL Rick;v1
6;15;TEUNISSEN Mike;v1
6;16;COQUARD Bryan;v1
6;17;VAN DER SANDE Tosh;v1
6;18;VAN POPPEL Danny;v1
6;19;TURGIS Anthony;v1
6;20;GARCÍA CORTINA Iván;v1
6;21;MØRKØV Michael;v1
6;22;LAPORTE Christophe;v1
6;23;GREIPEL André;v1
6;24;MOHORIČ Matej;v1
6;25;POGAČAR Tadej;v1
6;26;MEZGEC Luka;v1
6;27;BARTHE Cyril;v1
6;28;RICKAERT Jonas;v1
6;29;EEKHOFF Nils;v1
6;30;COSNEFROY Benoît;v1
6;31;CARAPAZ Richard;v1
6;32;MAS Enric;v1
6;33;NIEUWENHUIS Joris;v1
6;34;VAN DER POEL Mathieu;v1
6;35;KELDERMAN Wilco;v1
6;36;CAMPENAERTS Victor;v1
6;37;DILLIER Silvan;v1
6;38;STUYVEN Jasper;v1
6;39;JANSEN Amund Grøndahl;v1
6;40;SWEENY Harry;v1
6;41;PETERS Nans;v1
6;42;BALLERINI Davide;v1
6;43;BOASSON HAGEN Edvald;v1
6;44;KRAGH ANDERSEN Søren;v1
6;45;MCLAY Daniel;v1
6;46;THOMAS Geraint;v1
6;47;SIMON Julien;v1
6;48;GAUDU David;v1
6;49;NIBALI Vincenzo;v1
6;50;LUTSENKO Alexey;v1
6;51;BOIVIN Guillaume;v1
6;52;ERVITI Imanol;v1
6;53;VALVERDE Alejandro;v1
6;54;GODON Dorian;v1
6;55;FORMOLO Davide;v1
6;56;VAN AVERMAET Greg;v1
6;57;LATOUR Pierre;v1
6;58;DOUBEY Fabien;v1
6;59;HAMILTON Lucas;v1
6;60;O'CONNOR Ben;v1
6;61;FUGLSANG Jakob;v1
6;62;QUINTANA Nairo;v1
6;63;LAENGEN Vegard Stake;v1
6;64;BARBERO Carlos;v1
6;65;HENAO Sergio;v1
6;66;ALAPHILIPPE Julian;v1
6;67;MARTIN Guillaume;v1
6;68;DURBRIDGE Luke;v1
6;69;PARET-PEINTRE Aurélien;v1
6;70;GILBERT Philippe;v1
6;71;BONNAMOUR Franck;v1
6;72;BUCHMANN Emanuel;v1
6;73;SCOTSON Miles;v1
6;74;ROGLIČ Primož;v1
6;75;POLITT Nils;v1
6;76;ASGREEN Kasper;v1
6;77;BARGUIL Warren;v1
6;78;VALGREN Michael;v1
6;79;LÓPEZ Miguel Ángel;v1
6;80;VINGEGAARD Jonas;v1
6;81;PEDERSEN Casper;v1
6;82;BISSEGGER Stefan;v1
6;83;URÁN Rigoberto;v1
6;84;MEINTJES Louis;v1
6;85;BILBAO Pello;v1
6;86;RUTSCH Jonas;v1
6;87;CORT Magnus;v1
6;88;BAKELANTS Jan;v1
6;89;KRUIJSWIJK Steven;v1
6;90;POELS Wout;v1
6;91;CHAVES Esteban;v1
6;92;SKUJIŅŠ Toms;v1
6;93;BENOOT Tiesj;v1
6;94;HOULE Hugo;v1
6;95;CHEVALIER Maxime;v1
6;96;PORTE Richie;v1
6;97;MOLLEMA Bauke;v1
6;98;KONRAD Patrick;v1
6;99;VAN MOER Brent;v1
6;100;GUERREIRO Ruben;v1
6;101;PACHER Quentin;v1
6;102;TEUNS Dylan;v1
6;103;MADOUAS Valentin;v1
6;104;WOODS Michael;v1
6;105;SCHÄR Michael;v1
6;106;VAN POPPEL Boy;v1
6;107;ELISSONDE Kenny;v1
6;108;GOLDSTEIN Omer;v1
6;109;CATTANEO Mattia;v1
6;110;RODRÍGUEZ Cristián;v1
6;111;FERNÁNDEZ Rubén;v1
6;112;BERNARD Julien;v1
6;113;HIGUITA Sergio;v1
6;114;DLAMINI Nic;v1
6;115;DE BOD Stefan;v1
6;116;SWIFT Connor;v1
6;117;DE LA PARTE Víctor;v1
6;118;ROLLAND Pierre;v1
6;119;MARTIN Dan;v1
6;120;NAESEN Oliver;v1
6;121;MARTIN Tony;v1
6;122;KUSS Sepp;v1
6;123;DELAPLACE Anthony;v1
6;124;GAUTIER Cyril;v1
6;125;RUSSO Clément;v1
6;126;GESBERT Élie;v1
6;127;KOCH Jonas;v1
6;128;MCNULTY Brandon;v1
6;129;THEUNS Edward;v1
6;130;GRUZDEV Dmitriy;v1
6;131;FROOME Chris;v1
6;132;WRIGHT Fred;v1
6;133;GESCHKE Simon;v1
6;134;DE GENDT Thomas;v1
6;135;POWLESS Neilson;v1
6;136;SBARAGLI Kristian;v1
6;137;ROWE Luke;v1
6;138;KLUGE Roger;v1
6;139;VAN BAARLE Dylan;v1
6;140;DONOVAN Mark;v1
6;141;HOLLENSTEIN Reto;v1
6;142;KÜNG Stefan;v1
6;143;ARCAS Jorge;v1
6;144;PÖSTLBERGER Lukas;v1
6;145;KWIATKOWSKI Michał;v1
6;146;ZIMMERMANN Georg;v1
6;147;GOGL Michael;v1
6;148;ROTA Lorenzo;v1
6;149;VLIEGEN Loïc;v1
6;150;WALLAYS Jelle;v1
6;151;CASTROVIEJO Jonathan;v1
6;152;HERRADA Jesús;v1
6;153;GEOGHEGAN HART Tao;v1
6;154;YATES Simon;v1
6;155;COSTA Rui;v1
6;156;CLARKE Simon;v1
6;157;MEURISSE Xandro;v1
6;158;MAJKA Rafał;v1
6;159;VAKOČ Petr;v1
6;160;ARANBURU Alex;v1
6;161;VERONA Carlos;v1
6;162;IZAGIRRE Ion;v1
6;163;PÉRICHON Pierre-Luc;v1
6;164;FRAILE Omar;v1
6;165;ARMIRAIL Bruno;v1
6;166;HIRSCHI Marc;v1
6;167;BENNETT Sean;v1
6;168;DECLERCQ Tim;v1
6;169;DEVENYNS Dries;v1
6;170;OSS Daniel;v1
6;171;SCHELLING Ide;v1
6;172;CABOT Jérémy;v1
6;173;JUUL-JENSEN Christopher;v1
6;174;BJERG Mikkel;v1
6;175;HALLER Marco;v1
6;176;GUARNIERI Jacopo;v1
6;177;PEREZ Anthony;v1
7;1;MOHORIČ Matej;v1
7;2;STUYVEN Jasper;v1
7;3;CORT Magnus;v1
7;4;VAN DER POEL Mathieu;v1
7;5;ASGREEN Kasper;v1
7;6;BONNAMOUR Franck;v1
7;7;KONRAD Patrick;v1
7;8;VAN AERT Wout;v1
7;9;VAN MOER Brent;v1
7;10;GODON Dorian;v1
7;11;SKUJIŅŠ Toms;v1
7;12;HOULE Hugo;v1
7;13;NIBALI Vincenzo;v1
7;14;YATES Simon;v1
7;15;MEURISSE Xandro;v1
7;16;GILBERT Philippe;v1
7;17;BAKELANTS Jan;v1
7;18;KRAGH ANDERSEN Søren;v1
7;19;ALAPHILIPPE Julian;v1
7;20;MAS Enric;v1
7;21;CARAPAZ Richard;v1
7;22;LATOUR Pierre;v1
7;23;HIGUITA Sergio;v1
7;24;LUTSENKO Alexey;v1
7;25;VINGEGAARD Jonas;v1
7;26;POGAČAR Tadej;v1
7;27;HENAO Sergio;v1
7;28;MOLLEMA Bauke;v1
7;29;BILBAO Pello;v1
7;30;CHAVES Esteban;v1
7;31;O'CONNOR Ben;v1
7;32;ELISSONDE Kenny;v1
7;33;MEINTJES Louis;v1
7;34;PORTE Richie;v1
7;35;BUCHMANN Emanuel;v1
7;36;PARET-PEINTRE Aurélien;v1
7;37;URÁN Rigoberto;v1
7;38;FUGLSANG Jakob;v1
7;39;GAUDU David;v1
7;40;MARTIN Guillaume;v1
7;41;THOMAS Geraint;v1
7;42;KRUIJSWIJK Steven;v1
7;43;BERNARD Julien;v1
7;44;ROLLAND Pierre;v1
7;45;MAJKA Rafał;v1
7;46;HAMILTON Lucas;v1
7;47;RODRÍGUEZ Cristián;v1
7;48;KELDERMAN Wilco;v1
7;49;LÓPEZ Miguel Ángel;v1
7;50;VALVERDE Alejandro;v1
7;51;KWIATKOWSKI Michał;v1
7;52;CASTROVIEJO Jonathan;v1
7;53;ERVITI Imanol;v1
7;54;VAN BAARLE Dylan;v1
7;55;POELS Wout;v1
7;56;GARCÍA CORTINA Iván;v1
7;57;MADOUAS Valentin;v1
7;58;POWLESS Neilson;v1
7;59;DE GENDT Thomas;v1
7;60;PACHER Quentin;v1
7;61;CATTANEO Mattia;v1
7;62;DONOVAN Mark;v1
7;63;GESCHKE Simon;v1
7;64;BARGUIL Warren;v1
7;65;ROGLIČ Primož;v1
7;66;MARTIN Dan;v1
7;67;SCHÄR Michael;v1
7;68;CAMPENAERTS Victor;v1
7;69;GESBERT Élie;v1
7;70;SWEENY Harry;v1
7;71;DEVENYNS Dries;v1
7;72;COSNEFROY Benoît;v1
7;73;TEUNS Dylan;v1
7;74;TEUNISSEN Mike;v1
7;75;VLIEGEN Loïc;v1
7;76;ROTA Lorenzo;v1
7;77;VALGREN Michael;v1
7;78;BARTHE Cyril;v1
7;79;PÉRICHON Pierre-Luc;v1
7;80;FERNÁNDEZ Rubén;v1
7;81;VAN AVERMAET Greg;v1
7;82;HERRADA Jesús;v1
7;83;ARMIRAIL Bruno;v1
7;84;KUSS Sepp;v1
7;85;COLBRELLI Sonny;v1
7;86;POLITT Nils;v1
7;87;KÜNG Stefan;v1
7;88;IZAGIRRE Ion;v1
7;89;DECLERCQ Tim;v1
7;90;FRAILE Omar;v1
7;91;ARANBURU Alex;v1
7;92;GRUZDEV Dmitriy;v1
7;93;DELAPLACE Anthony;v1
7;94;HALLER Marco;v1
7;95;VAN POPPEL Boy;v1
7;96;DE LA PARTE Víctor;v1
7;97;VERONA Carlos;v1
7;98;DE BOD Stefan;v1
7;99;ARCAS Jorge;v1
7;100;WOODS Michael;v1
7;101;RICKAERT Jonas;v1
7;102;LAPORTE Christophe;v1
7;103;PEREZ Anthony;v1
7;104;JANSEN Amund Grøndahl;v1
7;105;BOASSON HAGEN Edvald;v1
7;106;PETERS Nans;v1
7;107;WALLAYS Jelle;v1
7;108;DILLIER Silvan;v1
7;109;SBARAGLI Kristian;v1
7;110;FROOME Chris;v1
7;111;ZABEL Rick;v1
7;112;GREIPEL André;v1
7;113;EEKHOFF Nils;v1
7;114;PHILIPSEN Jasper;v1
7;115;VAN POPPEL Danny;v1
7;116;GOLDSTEIN Omer;v1
7;117;MATTHEWS Michael;v1
7;118;MEZGEC Luka;v1
7;119;SAGAN Peter;v1
7;120;OSS Daniel;v1
7;121;GUERREIRO Ruben;v1
7;122;TURGIS Anthony;v1
7;123;SWIFT Connor;v1
7;124;BOIVIN Guillaume;v1
7;125;SCOTSON Miles;v1
7;126;DURBRIDGE Luke;v1
7;127;WALSCHEID Max;v1
7;128;HOLLENSTEIN Reto;v1
7;129;MARTIN Tony;v1
7;130;CLARKE Simon;v1
7;131;VAN DER SANDE Tosh;v1
7;132;BARBERO Carlos;v1
7;133;GEOGHEGAN HART Tao;v1
7;134;DLAMINI Nic;v1
7;135;QUINTANA Nairo;v1
7;136;MERLIER Tim;v1
7;137;NAESEN Oliver;v1
7;138;JUUL-JENSEN Christopher;v1
7;139;THEUNS Edward;v1
7;140;ZIMMERMANN Georg;v1
7;141;DE BUYST Jasper;v1
7;142;COQUARD Bryan;v1
7;143;CHEVALIER Maxime;v1
7;144;GAUTIER Cyril;v1
7;145;GOGL Michael;v1
7;146;PÖSTLBERGER Lukas;v1
7;147;SCHELLING Ide;v1
7;148;BENNETT Sean;v1
7;149;KOCH Jonas;v1
7;150;COSTA Rui;v1
7;151;VAKOČ Petr;v1
7;152;BALLERINI Davide;v1
7;153;CAVENDISH Mark;v1
7;154;MCLAY Daniel;v1
7;155;NIEUWENHUIS Joris;v1
7;156;BJERG Mikkel;v1
7;157;PEDERSEN Mads;v1
7;158;RUTSCH Jonas;v1
7;159;MCNULTY Brandon;v1
7;160;GUARNIERI Jacopo;v1
7;161;FORMOLO Davide;v1
7;162;BOUHANNI Nacer;v1
7;163;SIMON Julien;v1
7;164;RUSSO Clément;v1
7;165;DÉMARE Arnaud;v1
7;166;BENOOT Tiesj;v1
7;167;PEDERSEN Casper;v1
7;168;DOUBEY Fabien;v1
7;169;LAENGEN Vegard Stake;v1
7;170;ROWE Luke;v1
7;171;WRIGHT Fred;v1
7;172;MØRKØV Michael;v1
7;173;HIRSCHI Marc;v1
7;174;BISSEGGER Stefan;v1
7;175;BOL Cees;v1
7;176;CABOT Jérémy;v1
7;177;KLUGE Roger;v1
8;1;TEUNS Dylan;b1
8;2;IZAGIRRE Ion;b1
8;3;WOODS Michael;b1
8;4;POGAČAR Tadej;b1
8;5;POELS Wout;b1
8;6;YATES Simon;b1
8;7;PARET-PEINTRE Aurélien;b1
8;8;MARTIN Guillaume;b1
8;9;CATTANEO Mattia;b1
8;10;VINGEGAARD Jonas;b1
8;11;LUTSENKO Alexey;b1
8;12;MAS Enric;b1
8;13;CARAPAZ Richard;b1
8;14;URÁN Rigoberto;b1
8;15;GAUDU David;b1
8;16;BILBAO Pello;b1
8;17;KELDERMAN Wilco;b1
8;18;O'CONNOR Ben;b1
8;19;HENAO Sergio;b1
8;20;FORMOLO Davide;b1
8;21;VAN AERT Wout;b1
8;22;QUINTANA Nairo;b1
8;23;CASTROVIEJO Jonathan;b1
8;24;CHAVES Esteban;b1
8;25;MOLLEMA Bauke;b1
8;26;MEINTJES Louis;b1
8;27;ARMIRAIL Bruno;b1
8;28;PETERS Nans;b1
8;29;FUGLSANG Jakob;b1
8;30;FRAILE Omar;b1
8;31;ELISSONDE Kenny;b1
8;32;KRAGH ANDERSEN Søren;b1
8;33;BENOOT Tiesj;b1
8;34;KRUIJSWIJK Steven;b1
8;35;GEOGHEGAN HART Tao;b1
8;36;BONNAMOUR Franck;b1
8;37;ALAPHILIPPE Julian;b1
8;38;GUERREIRO Ruben;b1
8;39;PORTE Richie;b1
8;40;PACHER Quentin;b1
8;41;NIBALI Vincenzo;b1
8;42;LÓPEZ Miguel Ángel;b1
8;43;KUSS Sepp;b1
8;44;VAN DER POEL Mathieu;b1
8;45;SCHELLING Ide;b1
8;46;DONOVAN Mark;b1
8;47;DE LA PARTE Víctor;b1
8;48;GESCHKE Simon;b1
8;49;ASGREEN Kasper;b1
8;50;DOUBEY Fabien;b1
8;51;MCNULTY Brandon;b1
8;52;DE GENDT Thomas;b1
8;53;BALLERINI Davide;b1
8;54;MEURISSE Xandro;b1
8;55;POLITT Nils;b1
8;56;MARTIN Dan;b1
8;57;BUCHMANN Emanuel;b1
8;58;RODRÍGUEZ Cristián;b1
8;59;ZIMMERMANN Georg;b1
8;60;GESBERT Élie;b1
8;61;SWIFT Connor;b1
8;62;KÜNG Stefan;b1
8;63;HOULE Hugo;b1
8;64;VALGREN Michael;b1
8;65;WRIGHT Fred;b1
8;66;CHEVALIER Maxime;b1
8;67;COLBRELLI Sonny;b1
8;68;HAMILTON Lucas;b1
8;69;MOHORIČ Matej;b1
8;70;JUUL-JENSEN Christopher;b1
8;71;PEREZ Anthony;b1
8;72;KONRAD Patrick;b1
8;73;PÉRICHON Pierre-Luc;b1
8;74;BERNARD Julien;b1
8;75;HERRADA Jesús;b1
8;76;VAN BAARLE Dylan;b1
8;77;TURGIS Anthony;b1
8;78;LATOUR Pierre;b1
8;79;ARANBURU Alex;b1
8;80;DE BOD Stefan;b1
8;81;FERNÁNDEZ Rubén;b1
8;82;DURBRIDGE Luke;b1
8;83;MATTHEWS Michael;b1
8;84;OSS Daniel;b1
8;85;DEVENYNS Dries;b1
8;86;COSTA Rui;b1
8;87;KWIATKOWSKI Michał;b1
8;88;HIGUITA Sergio;b1
8;89;BOIVIN Guillaume;b1
8;90;ROWE Luke;b1
8;91;VALVERDE Alejandro;b1
8;92;GARCÍA CORTINA Iván;b1
8;93;BAKELANTS Jan;b1
8;94;BARBERO Carlos;b1
8;95;BARTHE Cyril;b1
8;96;SWEENY Harry;b1
8;97;ERVITI Imanol;b1
8;98;BARGUIL Warren;b1
8;99;ROLLAND Pierre;b1
8;100;SBARAGLI Kristian;b1
8;101;VERONA Carlos;b1
8;102;GILBERT Philippe;b1
8;103;NAESEN Oliver;b1
8;104;HIRSCHI Marc;b1
8;105;ZABEL Rick;b1
8;106;GREIPEL André;b1
8;107;LAENGEN Vegard Stake;b1
8;108;NIEUWENHUIS Joris;b1
8;109;RUTSCH Jonas;b1
8;110;PHILIPSEN Jasper;b1
8;111;VAKOČ Petr;b1
8;112;GODON Dorian;b1
8;113;GAUTIER Cyril;b1
8;114;LAPORTE Christophe;b1
8;115;DILLIER Silvan;b1
8;116;COSNEFROY Benoît;b1
8;117;TEUNISSEN Mike;b1
8;118;BISSEGGER Stefan;b1
8;119;EEKHOFF Nils;b1
8;120;CORT Magnus;b1
8;121;RICKAERT Jonas;b1
8;122;COQUARD Bryan;b1
8;123;MADOUAS Valentin;b1
8;124;SAGAN Peter;b1
8;125;VAN DER SANDE Tosh;b1
8;126;VAN MOER Brent;b1
8;127;SCOTSON Miles;b1
8;128;THEUNS Edward;b1
8;129;STUYVEN Jasper;b1
8;130;DE BUYST Jasper;b1
8;131;VAN POPPEL Danny;b1
8;132;ARCAS Jorge;b1
8;133;HOLLENSTEIN Reto;b1
8;134;WALLAYS Jelle;b1
8;135;MCLAY Daniel;b1
8;136;GRUZDEV Dmitriy;b1
8;137;MEZGEC Luka;b1
8;138;SCHÄR Michael;b1
8;139;DELAPLACE Anthony;b1
8;140;RUSSO Clément;b1
8;141;ROTA Lorenzo;b1
8;142;GUARNIERI Jacopo;b1
8;143;VAN AVERMAET Greg;b1
8;144;VLIEGEN Loïc;b1
8;145;HALLER Marco;b1
8;146;MERLIER Tim;b1
8;147;KOCH Jonas;b1
8;148;JANSEN Amund Grøndahl;b1
8;149;MARTIN Tony;b1
8;150;MØRKØV Michael;b1
8;151;CAVENDISH Mark;b1
8;152;DECLERCQ Tim;b1
8;153;BOASSON HAGEN Edvald;b1
8;154;WALSCHEID Max;b1
8;155;VAN POPPEL Boy;b1
8;156;FROOME Chris;b1
8;157;GOLDSTEIN Omer;b1
8;158;SIMON Julien;b1
8;159;DLAMINI Nic;b1
8;160;CLARKE Simon;b1
8;161;BJERG Mikkel;b1
8;162;PEDERSEN Casper;b1
8;163;BENNETT Sean;b1
8;164;PÖSTLBERGER Lukas;b1
8;165;SKUJIŅŠ Toms;b1
8;166;PEDERSEN Mads;b1
8;167;MAJKA Rafał;b1
8;168;BOL Cees;b1
8;169;KLUGE Roger;b1
8;170;GOGL Michael;b1
8;171;BOUHANNI Nacer;b1
8;172;CAMPENAERTS Victor;b1
8;173;CABOT Jérémy;b1
8;174;THOMAS Geraint;b1
8;175;ROGLIČ Primož;b1
8;176;POWLESS Neilson;b1
8;177;DÉMARE Arnaud;b1
9;1;O'CONNOR Ben;b2
9;2;CATTANEO Mattia;b2
9;3;COLBRELLI Sonny;b2
9;4;MARTIN Guillaume;b2
9;5;BONNAMOUR Franck;b2
9;6;POGAČAR Tadej;b2
9;7;CARAPAZ Richard;b2
9;8;VINGEGAARD Jonas;b2
9;9;MAS Enric;b2
9;10;URÁN Rigoberto;b2
9;11;QUINTANA Nairo;b2
9;12;GUERREIRO Ruben;b2
9;13;KELDERMAN Wilco;b2
9;14;GAUDU David;b2
9;15;LUTSENKO Alexey;b2
9;16;KONRAD Patrick;b2
9;17;BILBAO Pello;b2
9;18;VALVERDE Alejandro;b2
9;19;THOMAS Geraint;b2
9;20;COSNEFROY Benoît;b2
9;21;PARET-PEINTRE Aurélien;b2
9;22;ROLLAND Pierre;b2
9;23;MADOUAS Valentin;b2
9;24;CASTROVIEJO Jonathan;b2
9;25;STUYVEN Jasper;b2
9;26;RUTSCH Jonas;b2
9;27;IZAGIRRE Ion;b2
9;28;HIGUITA Sergio;b2
9;29;BARGUIL Warren;b2
9;30;TEUNS Dylan;b2
9;31;POLITT Nils;b2
9;32;ROTA Lorenzo;b2
9;33;MEINTJES Louis;b2
9;34;CHAVES Esteban;b2
9;35;MAJKA Rafał;b2
9;36;FORMOLO Davide;b2
9;37;COSTA Rui;b2
9;38;DE LA PARTE Víctor;b2
9;39;PEREZ Anthony;b2
9;40;ARCAS Jorge;b2
9;41;POELS Wout;b2
9;42;KÜNG Stefan;b2
9;43;VALGREN Michael;b2
9;44;MARTIN Dan;b2
9;45;WOODS Michael;b2
9;46;DOUBEY Fabien;b2
9;47;DILLIER Silvan;b2
9;48;FUGLSANG Jakob;b2
9;49;ERVITI Imanol;b2
9;50;BAKELANTS Jan;b2
9;51;NIBALI Vincenzo;b2
9;52;HOULE Hugo;b2
9;53;ELISSONDE Kenny;b2
9;54;PEDERSEN Mads;b2
9;55;BERNARD Julien;b2
9;56;BJERG Mikkel;b2
9;57;CORT Magnus;b2
9;58;VAN BAARLE Dylan;b2
9;59;DE GENDT Thomas;b2
9;60;KUSS Sepp;b2
9;61;MOLLEMA Bauke;b2
9;62;ZABEL Rick;b2
9;63;BARTHE Cyril;b2
9;64;RODRÍGUEZ Cristián;b2
9;65;GILBERT Philippe;b2
9;66;KRUIJSWIJK Steven;b2
9;67;NIEUWENHUIS Joris;b2
9;68;MEURISSE Xandro;b2
9;69;PACHER Quentin;b2
9;70;BARBERO Carlos;b2
9;71;VERONA Carlos;b2
9;72;BOIVIN Guillaume;b2
9;73;CHEVALIER Maxime;b2
9;74;FERNÁNDEZ Rubén;b2
9;75;RUSSO Clément;b2
9;76;SBARAGLI Kristian;b2
9;77;GODON Dorian;b2
9;78;SCHÄR Michael;b2
9;79;ROWE Luke;b2
9;80;CLARKE Simon;b2
9;81;WRIGHT Fred;b2
9;82;KWIATKOWSKI Michał;b2
9;83;LAPORTE Christophe;b2
9;84;LATOUR Pierre;b2
9;85;GOLDSTEIN Omer;b2
9;86;VAN AERT Wout;b2
9;87;BALLERINI Davide;b2
9;88;BISSEGGER Stefan;b2
9;89;ASGREEN Kasper;b2
9;90;RICKAERT Jonas;b2
9;91;HENAO Sergio;b2
9;92;DONOVAN Mark;b2
9;93;SWEENY Harry;b2
9;94;HAMILTON Lucas;b2
9;95;VAN POPPEL Danny;b2
9;96;GESBERT Élie;b2
9;97;BUCHMANN Emanuel;b2
9;98;VAN MOER Brent;b2
9;99;THEUNS Edward;b2
9;100;GAUTIER Cyril;b2
9;101;TEUNISSEN Mike;b2
9;102;NAESEN Oliver;b2
9;103;PÖSTLBERGER Lukas;b2
9;104;DURBRIDGE Luke;b2
9;105;PORTE Richie;b2
9;106;ARMIRAIL Bruno;b2
9;107;VAKOČ Petr;b2
9;108;SWIFT Connor;b2
9;109;MEZGEC Luka;b2
9;110;MOHORIČ Matej;b2
9;111;SAGAN Peter;b2
9;112;MARTIN Tony;b2
9;113;PHILIPSEN Jasper;b2
9;114;MATTHEWS Michael;b2
9;115;YATES Simon;b2
9;116;PÉRICHON Pierre-Luc;b2
9;117;HIRSCHI Marc;b2
9;118;GEOGHEGAN HART Tao;b2
9;119;POWLESS Neilson;b2
9;120;OSS Daniel;b2
9;121;JUUL-JENSEN Christopher;b2
9;122;GRUZDEV Dmitriy;b2
9;123;FRAILE Omar;b2
9;124;GARCÍA CORTINA Iván;b2
9;125;SCHELLING Ide;b2
9;126;GESCHKE Simon;b2
9;127;KOCH Jonas;b2
9;128;FROOME Chris;b2
9;129;BENOOT Tiesj;b2
9;130;HOLLENSTEIN Reto;b2
9;131;KRAGH ANDERSEN Søren;b2
